reaction_id,reaction_name,full_reaction,flux,trans_LB,trans_UB,95_LB,95_UB,10_LB,10_UB
PGK,phosphoglycerate kinase,3pg[c] + atp[c] <=> 13dpg[c] + adp[c],-96.97372904022046,-6010.231171773732,6010.231171773732,-98.27878698463071,-76.06707392280936,-120.46477203938974,15.608446353454926
PGM,phosphoglycerate mutase,2pg[c] <=> 3pg[c],-88.52676784214812,-8290.819188515008,8290.819188515008,-98.27878698463071,35.17292343452611,-120.46477203946148,434.1180267001757
ENO,enolase,2pg[c] <=> h2o[c] + pep[c],88.52676784214812,-19616.04591909521,19616.04591909521,-35.17292343401201,98.27878698454704,-434.1180267001518,120.46477203929408
RPE,ribulose 5 phosphate 3 epimerase,ru5p_D[c] <=> xu5p_D[c],86.3679870752148,-4291.8095956467405,4291.8095956467405,41.529247501975966,121.98482795156475,-120.74614812270727,240.85123131141773
PYK,pyruvate kinase,adp[c] + h[c] + pep[c] --> atp[c] + pyr[c],85.90781396584958,0.0,9815.555176850603,0.0,250.38179730162489,0.0,1288.4228880234964
G3PDm,glycerol 3 phosphate dehydrogenase FAD mitochondrial,glyc3p[m] + nad[m] --> dhap[m] + nadh[m],72.36437464344557,0.0,7460.242782103388,0.0,96.56077250393807,0.0,232.88448214301914
G3PD1irm,glycerol 3 phosphate dehydrogenase NAD mitochondrial,dhap[m] + h[m] + nadh[m] --> glyc3p[m] + nad[m],72.36430254574303,0.0,2801.626159701091,0.0,96.56077250393807,0.0,232.88448214317455
NH4t,ammonia reversible transport,nh4[e] <=> nh4[c],70.86216148384086,-6922.94461448948,6922.94461448948,67.31905340972415,132.13563846493568,7.086216148424737,306.84321995776696
EX_nh4_e,Ammonia exchange,nh4[e] <=> ,-70.86216148384086,-119559.00480950331,11955.900480950331,-132.13563846519872,-67.31905340948504,-306.84321995738435,-7.086216148400825
CO2tm,CO2 transport diffusion mitochondrial,co2[c] <=> co2[m],-61.83197063878427,-inf,inf,-273.3230251432462,-14.040669844209152,-789.2185000567052,-0.7616277063186824
PYRt2m,pyruvate mitochondrial transport via proton symport,h[c] + pyr[c] <=> h[m] + pyr[m],55.01192849300066,-inf,inf,-140.89506158003957,95.83936335822868,-341.0811888209912,319.8716363958869
HCO3E,HCO3 equilibration reaction,co2[c] + h2o[c] <=> h[c] + hco3[c],54.26043775175757,-inf,inf,20.191122347839777,254.4425784839787,1.9184099982270812,1184.3301122472521
RPI,ribose 5 phosphate isomerase,r5p[c] <=> ru5p_D[c],-47.1534540897675,-1544.463224129164,1544.463224129164,-67.8450455968813,-40.56616389534469,-120.822561710892,-0.29010189953294396
PPA,inorganic diphosphatase,h2o[c] + ppi[c] --> h[c] + 2.0 pi[c],46.068353827189966,0.0,10807.058003735814,33.524345917933275,198.15899729079317,0.0,1171.882848967707
TKT1,transketolase,r5p[c] + xu5p_D[c] <=> g3p[c] + s7p[c],43.83873200668204,-6212.525007911411,6212.525007911411,21.386625296554186,61.614415521240986,-60.30760021445633,120.4910895025703
PGI,glucose 6 phosphate isomerase,g6p[c] <=> f6p[c],-43.545796848689605,-8847.127237893626,8847.127237893626,-96.27136735044287,-6.580398408379462,-262.67622859119933,98.92115084339193
TKT2,transketolase,e4p[c] + xu5p_D[c] <=> f6p[c] + g3p[c],42.52925506853277,-6212.525007911411,6212.525007911411,20.142622205350044,60.3704124299651,-82.90128944692546,120.36014180882353
NADH2_u6m,NADH dehydrogenase mitochondrial,h[m] + nadh[m] + q6[m] --> nad[m] + q6h2[m],33.9210803961333,0.0,23663.835585925754,0.0,382.100240350542,0.0,1052.0170862896955
PFK_3,phosphofructokinase s7p ,atp[c] + s7p[c] --> adp[c] + h[c] + s17bp[c],31.3471968780674,0.0,2593.5934913325555,0.0,186.75771450295005,0.0,1191.3972906150693
FBA3,Sedoheptulose 1 7 bisphosphate D glyceraldehyde 3 phosphate lyase,s17bp[c] <=> dhap[c] + e4p[c],31.3471968780674,-14713.409367876717,14713.409367876717,0.0,186.75771449636233,0.0,1191.3972906147467
PDHm,pyruvate dehydrogenase,coa[m] + nad[m] + pyr[m] --> accoa[m] + co2[m] + nadh[m],29.244607897276314,0.0,12818.160023636468,0.0,84.26107505039674,0.0,319.1374886051536
PC,pyruvate carboxylase,atp[c] + hco3[c] + pyr[c] --> adp[c] + h[c] + oaa[c] + pi[c],25.01622087867463,0.0,2619.1791183617893,1.5239527490455176,225.46847273479776,0.0,1182.4117022483317
ASPTA,aspartate transaminase,akg[c] + asp_L[c] <=> glu_L[c] + oaa[c],-24.384732208879075,-7619.375817504836,7619.375817504836,-1346.73183110531,-12.105773526224873,-2491.442705288255,-1.2742919502472345
TPI,triose phosphate isomerase,dhap[c] <=> g3p[c],23.07488792823414,-23.07488792823414,23.07488792823414,10.757855338619375,23.07488792823414,-23.07488792823414,23.07488792823414
ADK1,adenylate kinase,amp[c] + atp[c] --> 2.0 adp[c],22.21292543007479,0.0,8878.929933172954,0.0,143.96577786492784,0.0,635.0934646503687
GLNS,glutamine synthetase,atp[c] + glu_L[c] + nh4[c] --> adp[c] + gln_L[c] + h[c] + pi[c],20.045428016527826,0.0,248.8022890085764,19.043156615685895,181.75326570665538,2.0045428016001767,248.8022890085764
NDPK2,nucleoside diphosphate kinase ATPUDP ,atp[c] + udp[c] --> adp[c] + utp[c],19.49369341120391,0.0,30050.67762284942,18.519008740643716,183.49662468191798,1.949369341120391,1051.0856251012501
ACCOACr,acetyl CoA carboxylase reversible reaction,accoa[c] + atp[c] + hco3[c] <=> adp[c] + h[c] + malcoa[c] + pi[c],16.451756333221386,-8260.212083283775,8260.212083283775,15.629168516556131,67.24532172859284,1.6451756333065959,349.7491228237284
CSm,citrate synthase,accoa[m] + h2o[m] + oaa[m] --> cit[m] + coa[m] + h[m],14.304851831911387,0.0,11207.221992833222,0.0,165.4868265328555,0.0,518.4185784435158
ACLSm,acetolactate synthase mitochondrial,h[m] + 2.0 pyr[m] --> alac_S[m] + co2[m],13.877356809717321,0.0,3027.1144427718145,3.6263779228332003,42.8211741001626,0.38172399189291045,130.74019965765183
DHAD1m,dihydroxy acid dehydratase 2 3 dihydroxy 3 methylbutanoate mitochondrial,23dhmb[m] --> 3mob[m] + h2o[m],13.877356809717321,0.0,3790.976924499731,3.6263779228332003,42.8211741001626,0.3817239918809545,130.74019965763986
KARA1im,acetohydroxy acid isomeroreductase mitochondrial,alac_S[m] + h[m] + nadph[m] --> 23dhmb[m] + nadp[m],13.877356809717321,0.0,12331.435315056982,3.6263779228332003,42.82117410043758,0.3817239918809545,130.74019965774747
TALA,transaldolase,g3p[c] + s7p[c] <=> e4p[c] + f6p[c],12.49153512860268,-12965.934953581016,12965.934953581016,-134.37868747427933,61.61441552120511,-1117.0559769683218,120.4910895025703
IPMD,3 isopropylmalate dehydrogenase,3c2hmp[c] + nad[c] --> 3c4mop[c] + h[c] + nadh[c],12.081888426530943,0.0,inf,1.9206829588097283,41.115479136067385,0.2021771535551432,126.20082254892688
IPPMIa,3 isopropylmalate dehydratase,3c2hmp[c] <=> 2ippm[c] + h2o[c],-12.081888426530943,-1588.4609378990613,1588.4609378990613,-41.115479136055434,-1.9206829588097283,-126.20082254898666,-0.2021771535551432
IPPMIb,2 isopropylmalate hydratase,2ippm[c] + h2o[c] <=> 3c3hmp[c],-12.081888426530943,-1588.4609378990613,1588.4609378990613,-41.115479136055434,-1.9206829588097283,-126.20082254889101,-0.2021771535551432
IPPSm,2 isopropylmalate synthase mitochondrial,3mob[m] + accoa[m] + h2o[m] --> 3c3hmp[m] + coa[m] + h[m],12.081888426530943,0.0,1849.3386863933974,0.0,40.33971537911245,0.0,117.1091017790729
OMCDC,2 Oxo 4 methyl 3 carboxypentanoate decarboxylation,3c4mop[c] + h[c] --> 4mop[c] + co2[c],12.081888426530943,0.0,1335.1154067077237,1.9206829588097283,41.11547913615108,0.2021771535551432,126.20082254891493
3C3HMPtm,2 Isopropylmalate transport diffusion mitochondrial,3c3hmp[c] <=> 3c3hmp[m],-12.081888426530943,-inf,inf,-40.339715378968975,-0.0,-117.1091017790729,-0.0
ICDHym,Isocitrate dehydrogenase NADP ,icit[m] + nadp[m] --> akg[m] + co2[m] + nadph[m],11.376289303853383,0.0,7976.020328851585,0.0,23.124507428336454,0.0,119.61406910689679
ACONTm,Aconitate hydratase,cit[m] <=> icit[m],11.376289303853383,-11684.38198102795,11684.38198102795,-2308.206146852271,2331.330654280488,-2308.206146852271,2427.8202159592993
biomass_C,biomass yarrowia carbon limiting,0.943396927 13BDglcn[c] + 0.567938715 ala_L[c] + 0.055401294 amp[c] + 0.125562993 arg_L[c] + 0.186498253 asn_L[c] + 0.186531036 asp_L[c] + 23.09 atp[c] + 0.868358429 chitin[c] + 0.057210293 cmp[c] + 0.003631558 cys_L[c] + 0.010069587 damp[c] + 0.010436325 dcmp[c] + 0.009226307 dgmp[c] + 0.010353045 dtmp[c] + 0.035250723 ergst[c] + 0.24386559 gln_L[c] + 0.243904342 glu_L[c] + 0.509942819 gly[c] + 0.050870974 gmp[c] + 23.09 h2o[c] + 0.053881088 his_L[c] + 0.090566203 ile_L[c] + 0.194549622 leu_L[c] + 0.275004895 lys_L[c] + 0.235849232 mannan[c] + 0.04423181 met_L[c] + 5.8e-05 pa_SC[c] + 0.000346485 pc_SC[c] + 0.000236765 pe_SC[c] + 0.082570645 phe_L[c] + 0.206371817 pro_L[c] + 3.5e-05 ps_SC[c] + 7.5e-05 ptd1ino_SC[c] + 0.284698809 ser_L[c] + 0.02 so4[c] + 0.210543282 thr_L[c] + 0.006859892 tre[c] + 0.000234034 triglyc_SC[c] + 0.002154449 trp_L[c] + 0.04128234 tyr_L[c] + 0.059363404 ump[c] + 0.17277308 val_L[c] + 0.003029289 zymst[c] --> 23.09 adp[c] + biomass[c] + 23.09 h[c] + 23.09 pi[c],10.392060980687607,0.0,inf,9.872457931650239,10.392060980687607,1.0392060980747386,10.392060980687607
EX_biom,EX_biom,biomass[c] --> ,10.392060980687607,0.0,11955.900480950331,9.872457931650239,10.392060980687607,1.0392060980747386,10.392060980687607
MBCOAi,isovaleryl-coa dehydrogenase,ivcoa[c] + nad[c] --> 3mb2coa[c] + h[c] + nadh[c],10.060116890931686,0.0,216.0431216907725,0.0,39.19479617715005,0.0,104.01633418426788
LEUDH,2-Oxoisovalerate dehydrogenase,4mop[c] + coa[c] + nad[c] --> co2[c] + ivcoa[c] + nadh[c],10.060116890931686,0.0,176.8277681132554,0.0,39.19479617715005,0.0,104.01633418426788
MCCC,3-methylcrotonyl-coa carboxylase,3mb2coa[c] + atp[c] + hco3[c] --> 3mgcoa[c] + adp[c] + h[c] + pi[c],10.060116890931686,0.0,104.01633418426788,0.0,39.194796177245706,0.0,104.01633418426788
MGCH,Methylglutaconyl-coa hydratase,3mgcoa[c] + h2o[c] --> hmgcoa[c],10.060116890931686,0.0,inf,0.0,39.19479617716201,0.0,104.01633418426788
PGMT,phosphoglucomutase,g1p[c] <=> g6p[c],-9.87512681035891,-2359.01872389631,2359.01872389631,-63.78147080646093,-9.38137046983977,-126.64003266025418,-0.9875126810382823
GALU,UTP glucose 1 phosphate uridylyltransferase,g1p[c] + h[c] + utp[c] <=> ppi[c] + udpg[c],9.87512681035891,-4506.1788912701795,4506.1788912701795,9.38137046983977,172.0914795604745,0.9875126810382823,1049.8736830673972
ASPt2m,aspartate mitochondrial transport via proton symport,asp_L[c] + h[c] --> asp_L[m] + h[m],9.823279945198173,0.0,inf,0.0,1334.62605757557,0.0,2230.536693416508
ASPTAm,aspartate transaminase,akg[m] + asp_L[m] <=> glu_L[m] + oaa[m],9.823279945198173,-3854.821433068006,3854.821433068006,0.0,1334.6260575790732,0.0,2230.536693416305
13GS,1 3 beta glucan synthase,udpg[c] --> 13BDglcn[c] + h[c] + udp[c],9.803838394379271,0.0,9.803838394379271,9.31364647466031,9.803838394379271,0.9803838394379273,9.803838394379271
GF6PTA,glutamine fructose 6 phosphate transaminase,f6p[c] + gln_L[c] --> gam6p[c] + glu_L[c],9.024033747256595,0.0,4597.880647959069,8.572832059902135,171.28294114897065,0.9024033747208772,247.70014958160144
ACGAM6PS,N acetylglucosamine 6 phosphate synthase,accoa[c] + gam6p[c] <=> acgam6p[c] + coa[c] + h[c],9.024033747256595,-5086.518300615509,5086.518300615509,8.572832059902135,9.02405570149406,0.9024033747208772,9.024055546497767
CHTNS,chitin synthase,udpacgal[c] --> chitin[c] + h[c] + udp[c],9.024033747256595,0.0,4241.2361366123205,8.572832059902135,9.02405570149406,0.9024033747208772,9.02405570149406
ACGAMPM,phosphoacetylglucosamine mutase,acgam6p[c] <=> acgam1p[c],9.024033747256595,-635.4561105625102,635.4561105625102,8.572832059902135,9.02405570149406,0.9024033747208772,9.024055546497767
UDPACGLP,UDP N acetylglucosamine diphosphorylase,acgam1p[c] + h[c] + utp[c] <=> ppi[c] + udpacgal[c],9.024033747256595,-1786.3310908587891,1786.3310908587891,8.572832059902135,9.02405570149406,0.9024033747208772,9.024055380920501
PGCD,phosphoglycerate dehydrogenase,3pg[c] + nad[c] --> 3php[c] + h[c] + nadh[c],8.446961198072344,0.0,8121.64319670956,0.0,133.45171042029264,0.0,531.473780374167
PSP_L,phosphoserine phosphatase L serine ,h2o[c] + pser_L[c] --> pi[c] + ser_L[c],8.446961198072344,0.0,1377.0806173958592,0.0,133.45171041855903,0.0,531.4737803729355
PSERT,phosphoserine transaminase,3php[c] + glu_L[c] --> akg[c] + pser_L[c],8.446961198072344,0.0,1425.1433373292796,0.0,133.451710418571,0.0,531.4737803732224
ADHAPR_SC,acyldihydroxyacetonephosphate reductase yeast specific,0.01 1agly3p_SC[c] + h[c] + nadph[c] --> 0.01 1ag3p_SC[c] + nadp[c],8.272381047535795,0.0,2158.876949845201,0.0,45.5510329425309,0.0,138.96132538647888
GAT2_SC,glycerol 3 phosphate acyltransferase glycerone phosphate yeast specific,0.02 dcacoa[c] + 0.06 ddcacoa[c] + dhap[c] + 0.17 hdcoa[c] + 0.09 ocdycacoa[c] + 0.24 odecoa[c] + 0.27 pmtcoa[c] + 0.05 stcoa[c] + 0.1 tdcoa[c] --> 0.01 1agly3p_SC[c] + coa[c],8.272381047535795,0.0,inf,0.0,45.551032940426666,0.0,138.9613253866104
HMGCOAS,Hydroxymethylglutaryl CoA synthase,coa[c] + h[c] + hmgcoa[c] <=> aacoa[c] + accoa[c] + h2o[c],7.673267576663257,-2170.832850326152,2170.832850326152,-5.952402540276247,36.92728932875824,-39.730831656958955,103.77764925282551
ACACT1,acetyl CoA C acetyltransferase,2.0 accoa[c] <=> aacoa[c] + coa[c],-7.673267576663257,-992.1006219092586,992.1006219092586,-36.927289328722374,5.952402540312114,-139.9466621807762,39.730831656947004
MGL,MGL,h2o[c] + 0.01 mag_SC[c] --> 0.02 dca[c] + 0.06 ddca[c] + glyc[c] + h[c] + 0.27 hdca[c] + 0.17 hdcea[c] + 0.05 ocdca[c] + 0.24 ocdcea[c] + 0.09 ocdcya[c] + 0.1 ttdca[c],7.248395808708408,0.0,inf,0.0,44.57824696451864,0.0,278.2511894782496
PHOSPTD,PHOSPTD,0.01 1ag3p_SC[c] + h2o[c] --> 0.01 mag_SC[c] + pi[c],7.248395808708408,0.0,inf,0.0,44.57824696451864,0.0,278.2511894783333
EX_glyc_e,Glycerol exchange,glyc[e] --> ,7.248395808708408,0.0,11955.900480950331,0.0,14.961849111921852,0.0,108.74021449851158
GLYCt,glycerol transport via channel,glyc[c] <=> glyc[e],7.248395808708408,-25424.341931745694,25424.341931745694,0.0,14.961849111814248,0.0,108.74021449859526
GLUt2m,L glutamate reversible transport via proton symport mitochondrial,glu_L[m] + h[m] <=> glu_L[c] + h[c],7.21356338485258,-inf,inf,-18.309019294208557,171.97779796731558,-119.10717561916306,514.4845215742639
ALATA_L,L alanine transaminase,akg[c] + ala_L[c] <=> glu_L[c] + pyr[c],-5.90205375957242,-1825.1877674218777,1825.1877674218777,-24.07772805765614,24.780329602620256,-229.83404468800137,180.2084843410718
ASPKi,aspartate kinase irreversible,asp_L[c] + atp[c] --> 4pasp[c] + adp[c],5.407340559129524,0.0,1353.6470524531965,3.409367406946494,25.157573416608866,0.3588807796773198,145.18672916541334
HSDyi,homoserine dehydrogenase NADP irreversible,aspsa[c] + h[c] + nadph[c] --> hom_L[c] + nadp[c],5.407340559129524,0.0,3077.6879018062345,0.0,25.15757341675233,0.0,145.18672916509053
ASADi,aspartate semialdehyde dehydrogenase irreversible,4pasp[c] + h[c] + nadph[c] --> aspsa[c] + nadp[c] + pi[c],5.407340559129524,0.0,4017.8999156281684,3.409367406946494,25.157573416608866,0.3588807796773198,145.1867291653177
THRS,threonine synthase,h2o[c] + phom[c] --> pi[c] + thr_L[c],4.947680892323695,0.0,2185.5386079177206,2.97269072348036,25.115985161103854,0.3129148129979326,145.18218931668576
HSK,homoserine kinase,atp[c] + hom_L[c] --> adp[c] + h[c] + phom[c],4.947680892323695,0.0,1592.0477080433461,2.97269072348036,25.115985161103854,0.3129148129979326,145.18218931663796
GHMT2r,glycine hydroxymethyltransferase reversible,ser_L[c] + thf[c] <=> gly[c] + h2o[c] + mlthf[c],4.785736106111473,-2503.0873246917618,2503.0873246917618,-2503.0873246917618,8.484368879300558,-2503.0873246917618,66.96487340123747
OAAt2m,oxaloacetate transport mitochondrial,h[c] + oaa[c] <=> h[m] + oaa[m],4.481571886713214,-864.2920457678996,864.2920457678996,-864.2920457678996,461.00189587015416,-864.2920457678996,864.2920457678996
FUM,fumarase,fum[c] + h2o[c] <=> mal_L[c],3.8500832169296175,-3514.3173873705405,3514.3173873705405,-8.596010902149299,172.42695309305142,-118.09143185466546,601.0694553749454
NDPK1,nucleoside diphosphate kinase ATPGDP ,atp[c] + gdp[c] --> adp[c] + gtp[c],3.691272541203649,0.0,30050.67762284942,3.5067089141267282,181.27055607678162,0.3691272541060178,1126.967674991575
PIt2r,phosphate reversible transport via symport,h[e] + pi[e] <=> h[c] + pi[c],3.5131009466743746,-680.5298553756929,680.5298553756929,3.3374458992432157,15.002658886656908,0.35131009473080377,129.2501239430663
EX_pi_e,Phosphate exchange,pi[e] <=> ,-3.5131009466743746,-119559.00480950331,11955.900480950331,-15.002658886764511,-3.3374458989323625,-129.25012394305438,-0.35131009463515656
EX_h_e,H exchange,h[e] <=> ,-3.5131009466743746,-119559.00480950331,11955.900480950331,-15.002658886668865,93.45832463213421,-129.25012394309024,317.48040088519804
PRPPS,phosphoribosylpyrophosphate synthetase,atp[c] + r5p[c] <=> amp[c] + h[c] + prpp[c],3.3147220830854667,-6832.916683867924,6832.916683867924,3.148985978930596,85.19114495224748,0.33147220832169816,450.6163439181881
ME2m,malic enzyme NADP mitochondrial,mal_L[m] + nadp[m] --> co2[m] + nadph[m] + pyr[m],2.928562528058004,0.0,170.96937687758975,0.0,105.5875862768681,0.0,170.96937687758975
ATPCitL,ATP Citrate Lyase YL,atp[c] + cit[c] + coa[c] --> accoa[c] + adp[c] + oaa[c] + pi[c],2.928562528058004,0.0,18657.54137753742,0.0,145.06028023963316,0.0,513.1925013006763
CITtam,citrate transport mitochondrial,cit[c] + mal_L[m] <=> cit[m] + mal_L[c],-2.928562528058004,-2308.206146852271,2308.206146852271,-159.86926897238254,30.430547015722755,-518.4185784440778,179.03602290150374
AATA,2 aminoadipate transaminase,2oxoadp[c] + glu_L[c] <=> L2aadp[c] + akg[c],2.8578676388220288,-inf,inf,2.714974256882123,6.820651786689947,0.28578676387981167,39.77793348943225
SACCD1,saccharopine dehydrogenase NADP L glutamate forming ,L2aadp6sa[c] + glu_L[c] + h[c] + nadph[c] <=> h2o[c] + nadp[c] + saccrp_L[c],2.8578676388220288,-9628.92357034297,9628.92357034297,2.714974256882123,6.82065178679755,0.28578676387981167,39.77793348943225
HACNHm,homoacontinate hydratase mitochondrial,b124tc[m] + h2o[m] <=> hicit[m],2.8578676388220288,-2608.897043948172,2608.897043948172,2.714974256882123,6.820651786701902,0.28578676387981167,39.77793348942029
AASAD1,L aminoadipate semialdehyde dehydrogenase NADPH ,L2aadp[c] + atp[c] + h[c] + nadph[c] --> L2aadp6sa[c] + amp[c] + nadp[c] + ppi[c],2.8578676388220288,0.0,1996.7549393235147,0.0,6.82065178673777,0.0,39.77793348940833
2OXOADPtim,2 oxoadipate transport out of mitochondria via diffusion,2oxoadp[m] --> 2oxoadp[c],2.8578676388220288,0.0,inf,2.714974256882123,6.820651786749726,0.28578676387981167,39.77793348942029
HICITDm,homoisocitrate dehydrogenase,hicit[m] + nad[m] <=> h[m] + nadh[m] + oxag[m],2.8578676388220288,-4615.934057685304,4615.934057685304,2.714974256882123,6.820651786701902,0.28578676387981167,39.77793348940833
SACCD2,saccharopine dehydrogenase NAD L lysine forming ,h2o[c] + nad[c] + saccrp_L[c] <=> akg[c] + h[c] + lys_L[c] + nadh[c],2.8578676388220288,-4837.237775587694,4837.237775587694,2.714974256882123,6.82065178679755,0.28578676387981167,39.77793348944421
HCITSm,homocitrate synthase,accoa[m] + akg[m] + h2o[m] --> coa[m] + h[m] + hcit[m],2.8578676388220288,0.0,8462.625478426264,2.714974256882123,6.820651786785593,0.28578676387981167,39.77793348939638
MCITDm,2 methylcitrate dehydratase mitochondrial,hcit[m] <=> b124tc[m] + h2o[m],2.8578676388220288,-7720.044499554439,7720.044499554439,2.714974256882123,6.820651786773637,0.28578676384394397,39.777933489312694
OXAGm,non enzymatic reaction,h[m] + oxag[m] <=> 2oxoadp[m] + co2[m],2.8578676388220288,-inf,inf,2.714974256882123,6.820651786773637,0.2857867638917676,39.777933489300736
MTHFD2,methylenetetrahydrofolate dehydrogenase NAD ,mlthf[c] + nad[c] --> methf[c] + nadh[c],2.7719513266299503,0.0,1351.7341083762446,0.0,395.3564691646649,0.0,1074.9895526406365
MTHFC,methenyltetrahydrofolate cyclohydrolase,h2o[c] + methf[c] <=> 10fthf[c] + h[c],2.7719513266299503,-2626.23309964555,2626.23309964555,-26.933124355883187,9.199734323378493,-181.02178873397344,69.93398337794424
CBPS,carbamoyl phosphate synthase glutamine hydrolysing ,2.0 atp[c] + gln_L[c] + h2o[c] + hco3[c] --> 2.0 adp[c] + cbp[c] + glu_L[c] + 2.0 h[c] + pi[c],2.73234364892987,0.0,2553.8999017358005,2.595726466481583,35.094233199300284,0.27323436489657377,200.13939235092957
DOLPMMer,Dolichyl phosphate mannose protein mannosyltransferase endoplasmic reticular,dolmanp[r] --> dolp[r] + h[r] + mannan[r],2.4509596011892483,0.0,1359.9836797081002,2.3284116211279926,2.4509596011892483,0.2450959601225116,2.4509596011892483
MAN1PT,mannose 1 phosphate guanylyltransferase,gtp[c] + h[c] + man1p[c] --> gdpmann[c] + ppi[c],2.4509596011892483,0.0,3102.556174806611,2.3284116211279926,2.4509596011892483,0.2450959601225116,2.4509596011892483
DOLPt2er,dolichol phosphate endoplasmic reticular transport via proton symport,dolp[c] + h[c] <=> dolp[r] + h[r],-2.4509596011892483,-inf,inf,-2.4509596011892483,-2.3284116211279926,-2.4509596011892483,-0.2450959601225116
