reaction_id,reaction_name,full_reaction,glycerol_pfba_flux,glycerol_pfba_LB,glycerol_pfba_UB,glycerol_1_eflux2_flux,glycerol_1_trans_LB,glycerol_1_trans_UB,glycerol_1_eflux2_LB,glycerol_1_eflux2_UB,glycerol_2_eflux2_flux,glycerol_2_trans_LB,glycerol_2_trans_UB,glycerol_2_eflux2_LB,glycerol_2_eflux2_UB,glycerol_3_eflux2_flux,glycerol_3_trans_LB,glycerol_3_trans_UB,glycerol_3_eflux2_LB,glycerol_3_eflux2_UB
PGI,glucose 6 phosphate isomerase,g6p[c] <=> f6p[c],-24.648776064262,-132.129569360921,-2.017156419106,-2.0378168274350346,-3311.1476790755178,3311.1476790755178,-9.180617178810605,-2.0171564191033484,-2.037531736467427,-4278.289487183279,4278.289487183279,-9.49156053611031,-2.017156419101937,-2.3910666902010798,-7155.42526965943,7155.42526965943,,
ADK1,adenylate kinase,amp[c] + atp[c] --> 2.0 adp[c],22.874902800006,0.0,369.376337829606,50.919974841912094,0.0,3426.331894761652,0.0,63.61036648979263,46.432899666728375,0.0,4209.504691546192,0.0,63.93472487652107,27.77237878885585,0.0,7105.665464332599,,
ASPTA,aspartate transaminase,akg[c] + asp_L[c] <=> glu_L[c] + oaa[c],-22.451635747429,-1000.0,-2.125747155065,-6.113406358739067,-2385.164962936806,2385.164962936806,-617.2419928946811,-2.1257471550287677,-6.549358551812378,-2855.2170264346796,2855.2170264346796,-520.8693829573103,-2.1257471550642792,-15.752837837387359,-4778.24392408062,4778.24392408062,,
PYRt2m,pyruvate mitochondrial transport via proton symport,h[c] + pyr[c] <=> h[m] + pyr[m],21.979093435789,-409.381867137807,88.458125882704,30.14526514661966,-inf,inf,14.325354404843672,32.59926473291939,30.73857168014107,-inf,inf,14.325354400859032,32.59926473347162,32.166937286014566,-inf,inf,,
GND,phosphogluconate dehydrogenase,6pgc[c] + nadp[c] --> co2[c] + nadph[c] + ru5p_D[c],20.647809315799,0.211729727385,130.324142669159,0.21389833591636517,0.0,7154.356254807984,0.21172972738543372,7.375190486363964,0.21386841136555104,0.0,7390.30948407045,0.21172972738408904,7.686133843629253,0.25097701580564025,0.0,13155.693592621654,,
PGL,6 phosphogluconolactonase,6pgl[c] + h2o[c] --> 6pgc[c] + h[c],20.647809315799,0.211729727384,130.324142669276,0.21389833591636517,0.0,1633.5754306107508,0.21172972738543372,7.375190486363964,0.21386841136555104,0.0,1843.5093239623136,0.21172972738408904,7.686133843629253,0.25097701580564025,0.0,3220.1454473371764,,
GHMT2r,glycine hydroxymethyltransferase reversible,ser_L[c] + thf[c] <=> gly[c] + h2o[c] + mlthf[c],20.310420967858,-822.209727833443,64.793604963823,-2.3716434056389266,-914.3686493138939,914.3686493138939,-914.3686493138939,1.9592881610838382,-2.9291998770299226,-937.3548424292053,937.3548424292053,-937.3548424292053,1.9592881613001751,-1.321323013300522,-1700.9516700464733,1700.9516700464733,,
G6PDH2,glucose 6 phosphate dehydrogenase,g6p[c] + nadp[c] --> 6pgl[c] + h[c] + nadph[c],20.178599680862,0.0,130.11241294177,0.0,0.0,2299.266413793251,0.0,7.163460759561511,0.0,0.0,2182.105240517804,0.0,7.474404116456366,0.0,0.0,3900.282960984186,,
FUM,fumarase,fum[c] + h2o[c] <=> mal_L[c],18.901108811578,-39.936610630866,241.748845035376,0.7301030600737903,-1567.8990213504085,1567.8990213504085,-4.2064208488110895,5.859243910385198,0.730000918725851,-1724.2279442287731,1724.2279442287731,-4.206420850025646,5.859243912123462,4.956445653983527,-3006.3432820410912,3006.3432820410912,,
PRPPS,phosphoribosylpyrophosphate synthetase,atp[c] + r5p[c] <=> amp[c] + h[c] + prpp[c],18.457157524674,5.633107994658,194.928050270611,45.2624309468342,-1609.2542083187795,1609.2542083187795,42.67478011658596,57.29774679984574,44.419266326541255,-1735.0760697095702,1735.0760697095702,41.63991193924383,57.29774680116138,23.393756201623496,-2950.5914582717633,2950.5914582717633,,
IMPC,IMP cyclohydrolase,h2o[c] + imp[c] <=> fprica[c],-18.208136120809,-44.458704793135,-0.210878081194,-0.3136179754629073,-2061.9750876861885,2061.9750876861885,-1.1767934717691844,-0.21087808117807857,-0.31357410032852095,-2307.0506857678665,2307.0506857678665,-1.1767934720691189,-0.21087808119065599,-4.4677640416999,-3516.2727355823636,3516.2727355823636,,
AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,10fthf[c] + aicar[c] <=> fprica[c] + thf[c],18.208136120809,0.210878081191,44.45870479315,0.3136179754629073,-2061.9750876861885,2061.9750876861885,0.21087808119629672,1.1767934718329478,0.31357410032852095,-2307.0506857678665,2307.0506857678665,0.21087808118585594,1.1767934720499187,4.4677640416999,-3516.2727355823636,3516.2727355823636,,
PRAGSr,phosphoribosylglycinamide synthase,atp[c] + gly[c] + pram[c] <=> adp[c] + gar[c] + h[c] + pi[c],17.959763176654,0.098800383213,44.346627095159,0.2003923392317539,-885.49289101219,885.49289101219,0.0988003832014639,0.7601265800233448,0.2003643043836866,-781.161035727821,781.161035727821,0.09880038321285407,0.7601265802052474,4.334911057255524,-1321.0229644533083,1321.0229644533083,,
PRASCS,phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc[c] + asp_L[c] + atp[c] <=> 25aics[c] + adp[c] + h[c] + pi[c],17.959763176654,0.098800383207,44.346627095165,0.2003923392317539,-854.3854100657171,854.3854100657171,0.0988003832014639,0.7601265800324539,0.2003643043836866,-840.2497192095063,840.2497192095063,0.09880038321285407,0.7601265802100475,4.334911057255524,-1544.8986680005494,1544.8986680005494,,
ADSL2r,adenylosuccinate lyase,25aics[c] <=> aicar[c] + fum[c],17.959763176654,0.098800383205,44.346627095106,0.2003923392317539,-1160.0403216788643,1160.0403216788643,0.09880038326522741,0.7601265801372082,0.2003643043836866,-1360.5757378459557,1360.5757378459557,0.09880038320325397,0.7601265801764471,4.334911057255524,-2131.161226048425,2131.161226048425,,
GLUPRT,glutamine phosphoribosyldiphosphate amidotransferase,gln_L[c] + h2o[c] + prpp[c] --> glu_L[c] + ppi[c] + pram[c],17.959763176654,0.098800383208,44.346627095126,0.2003923392317539,0.0,1274.7235384039284,0.09880038319690938,0.7601265799777994,0.2003643043836866,0.0,1296.9270016179178,0.09880038320325397,0.7601265801716471,4.334911057255524,0.0,2245.009576455885,,
GARFTi,phosphoribosylglycinamide formyltransferase irreversible,10fthf[c] + gar[c] --> fgam[c] + h[c] + thf[c],17.959763176654,0.09880038321,44.346627095141,0.2003923392317539,0.0,529.4192657713043,0.09880038320601844,0.7601265800233448,0.2003643043836866,0.0,487.20563553136185,0.09880038320325397,0.7601265802100475,4.334911057255524,0.0,904.8816256641778,,
PRFGS,phosphoribosylformylglycinamidine synthase,atp[c] + fgam[c] + gln_L[c] + h2o[c] --> adp[c] + fpram[c] + glu_L[c] + h[c] + pi[c],17.959763176654,0.098800383207,44.346627095165,0.2003923392317539,0.0,656.0809122019647,0.0988003832014639,0.7601265800324539,0.2003643043836866,0.0,632.7913195280732,0.09880038321285407,0.7601265802340478,4.334911057255524,0.0,1039.5717793498918,,
AIRCr,phosphoribosylaminoimidazole carboxylase,air[c] + co2[c] <=> 5aizc[c] + h[c],17.959763176654,0.098800383207,44.346627095166,0.2003923392317539,-774.2255762944254,774.2255762944254,0.09880038321512752,0.7601265800370084,0.2003643043836866,-711.9442350937102,711.9442350937102,0.09880038321765415,0.7601265802004473,4.334911057255524,-1138.8308674625746,1138.8308674625746,,
PRAIS,phosphoribosylaminoimidazole synthase,atp[c] + fpram[c] --> adp[c] + air[c] + 2.0 h[c] + pi[c],17.959763176654,0.098800383207,44.346627095165,0.2003923392317539,0.0,885.49289101219,0.0988003832014639,0.7601265800233448,0.2003643043836866,0.0,781.161035727821,0.09880038321285407,0.7601265802052474,4.334911057255524,0.0,1321.0229644533083,,
IMPD,IMP dehydrogenase,h2o[c] + imp[c] + nad[c] --> h[c] + nadh[c] + xmp[c],17.845591905936,0.047280869915,44.295107581857,0.04776513681355715,0.0,1301.0943019002796,0.04728086991518904,0.04843305297907072,0.04775845445957335,0.0,1359.71172785191,0.047280869916129634,0.04841715411238438,3.1137361911173453,0.0,2315.437503366984,,
PUNP7,purine nucleoside phosphorylase Xanthosine ,pi[c] + xtsn[c] <=> r1p[c] + xan[c],17.740813800441,0.0,194.404396028873,0.0,-425.1659365085276,425.1659365085276,0.0,-0.0,0.0,-401.284641679033,401.284641679033,0.0,-0.0,1.0420901639126807,-753.5180293558609,753.5180293558609,,
PPM,phosphopentomutase,r1p[c] <=> r5p[c],17.740813800441,-323.635863375691,194.604801875551,0.0,-1069.9515994063556,1069.9515994063556,-10.166313626165076,2.842187175944017,0.0,-1135.7891377283827,1135.7891377283827,-10.166313628906662,2.8421871766313713,4.168360655650723,-1942.8034289212078,1942.8034289212078,,
NTD10,5 nucleotidase XMP ,h2o[c] + xmp[c] --> pi[c] + xtsn[c],17.740813800441,0.0,194.404396029255,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.0420901639126807,0.0,1.0420901639126807,,
EX_xan(e),Xanthine exchange,xan[e] --> ,17.740813800441,0.0,44.247826711936,0.0,-0.0,4554.5360097324865,0.0,-0.0,0.0,-0.0,4800.055522476471,0.0,-0.0,1.0420901639126807,-0.0,8684.08469927234,,
XANt,xanthine reversible transport,xan[e] <=> xan[c],-17.740813800441,-44.247826711923,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,-1.0420901639126807,-inf,inf,,
GLUSx,glutamate synthase NADH2 ,akg[c] + gln_L[c] + h[c] + nadh[c] --> 2.0 glu_L[c] + nad[c],17.651986619583,0.0,354.110712117853,28.138278924175676,0.0,547.0908654890663,10.218641884953708,34.831798621681585,28.536100915091048,0.0,670.7117581556373,10.218641881142108,34.831798625328894,42.42985927153434,0.0,1295.665437131433,,
PC,pyruvate carboxylase,atp[c] + hco3[c] + pyr[c] --> adp[c] + h[c] + oaa[c] + pi[c],17.124543304537,0.0,464.35949572348,28.90457151466229,0.0,2440.8213929757367,20.003523989070793,40.095700444631255,29.153826314050082,0.0,2604.8941309375314,20.003523988861353,40.095700447514155,36.25818517694285,0.0,5201.766734864132,,
MLTHFtm,5 10 Methylenetetrahydrofolate transport diffusion mitochondrial,mlthf[c] <=> mlthf[m],-16.979344013453,-839.996319964499,-0.0,-3.397078007116054,-inf,inf,-915.889645435829,-0.0,-3.9544910201746095,-inf,inf,-938.9263073031634,-0.0,-12.707731246330919,-inf,inf,,
THFtm,Tetrahydrofolate transport diffusion mitochondrial,thf[c] <=> thf[m],16.949601539613,-27.627898722922,839.991383423621,3.383519321928358,-inf,inf,-0.45902231078353173,915.8893822746792,3.940934231872978,-inf,inf,-0.4590223108742702,938.9260276942796,10.708167327137707,-inf,inf,,
FBP,fructose bisphosphatase,fdp[c] + h2o[c] --> f6p[c] + pi[c],16.115376126997,4.236843355799,349.597016292083,34.23748638003149,0.0,2471.7466924818204,32.471197836948605,48.3838910062112,33.67480828420196,0.0,3091.571760361421,31.78128571894844,48.383891008873235,16.934684259522594,0.0,4927.262817520133,,
FBA,fructose bisphosphate aldolase,fdp[c] <=> dhap[c] + g3p[c],-16.115376126997,-349.597016292118,-4.236843355802,-34.23748638003149,-5482.613812435675,5482.613812435675,-48.38389100649814,-32.471197836720876,-33.67480828420196,-6997.9529456632235,6997.9529456632235,-48.38389100928604,-31.781285718650835,-16.934684259522594,-11539.58543008707,11539.58543008707,,
PDHm,pyruvate dehydrogenase,coa[m] + nad[m] + pyr[m] --> accoa[m] + co2[m] + nadh[m],13.708121687403,0.0,86.741608627909,25.64641263056661,0.0,3766.7379161290582,12.85994171552239,30.725874340900948,23.08160159373042,0.0,4263.121311732253,12.223382683070398,30.72587434124793,23.181395714297334,0.0,6961.075454089715,,
RPE,ribulose 5 phosphate 3 epimerase,ru5p_D[c] <=> xu5p_D[c],13.094027015244,-46.570051886377,86.579893770237,-30.120619017219287,-1698.7508409100228,1698.7508409100228,-36.83118446828974,-28.39606933897573,-29.558516871917515,-2118.9365098420135,2118.9365098420135,-36.831184468832916,-27.70615722039583,-12.104169422919544,-3797.72392068578,3797.72392068578,,
MDH,malate dehydrogenase,mal_L[c] + nad[c] <=> h[c] + nadh[c] + oaa[c],10.373320454039,-419.034658031625,608.141868323261,0.0,-3737.4977949465756,3737.4977949465756,-23.63349482374508,99.55537378303175,0.0,-4035.550679411644,4035.550679411644,-57.7501344856174,127.88361512367447,0.0,-7716.677663773401,7716.677663773401,,
ACCOACr,acetyl CoA carboxylase reversible reaction,accoa[c] + atp[c] + hco3[c] <=> adp[c] + h[c] + malcoa[c] + pi[c],10.10202866305,4.558516312583,81.620213390585,4.605206201086777,-1511.058411948947,1511.058411948947,4.558516312520179,6.56667702852744,4.604561931853368,-1942.6304705014527,1942.6304705014527,4.558516312555043,6.566677029496055,5.403505850322965,-2915.073551851739,2915.073551851739,,
NH4tm,NH3 mitochondrial transport,nh4[c] <=> nh4[m],-8.907150482292,-83.831148764889,-0.188386165241,-1.8888546845607372,-inf,inf,-2.579290402574946,-0.18838616524212756,-2.1675345661573027,-inf,inf,-2.9242464613271215,-0.18838616523996657,-6.577171996600101,-inf,inf,,
ME2m,malic enzyme NADP mitochondrial,mal_L[m] + nadp[m] --> co2[m] + nadph[m] + pyr[m],8.52778835754,0.0,158.302488451918,0.7301030600737903,0.0,171.9792797274987,0.0,9.903849670712818,0.0,0.0,228.2426400937562,0.0,9.903849672326869,0.0,0.0,357.61060791603495,,
SERt2m,serine mitochondrial transport via proton symport,h[c] + ser_L[c] <=> h[m] + ser_L[m],8.489672006727,0.0,835.925457062833,1.6985390035603043,-inf,inf,0.0,914.3686493138939,1.9772455100873048,-inf,inf,0.0,937.3548424292053,6.3538656231654596,-inf,inf,,
GHMT2rm,glycine hydroxymethyltransferase reversible mitochondrial,ser_L[m] + thf[m] <=> gly[m] + h2o[m] + mlthf[m],8.489672006727,0.0,835.925457061918,1.6985390035603043,-914.3686493138939,914.3686493138939,0.0,914.3686493138939,1.9772455100873048,-937.3548424292053,937.3548424292053,0.0,937.3548424292053,6.3538656231654596,-1700.9516700464733,1700.9516700464733,,
GLYCLm,glycine cleavage system mitochondrial,gly[m] + nad[m] + thf[m] --> co2[m] + mlthf[m] + nadh[m] + nh4[m],8.489672006727,0.0,83.64276259967,1.6985390035603043,0.0,544.2215078029348,0.0,2.390904237305491,1.9772455100873048,0.0,745.4006220853712,0.0,2.7358602959959537,6.3538656231654596,0.0,1150.4675409595995,,
